sub_id,query_id,dataset,op_count_filter,op_count_join,op_count_traversal,op_count_aggregate,op_count_map,ast_depth,has_traversal,max_hops,input_cardinality_log,output_cardinality_log,selectivity,avg_degree,max_degree,degree_skew,num_projected_columns,has_index,join_fanout,estimated_shuffle_bytes_log,estimated_traversal_ops,hist_avg_runtime_ms,hist_runtime_variance,num_tables_joined,sql_median_ms,sql_std_ms,graph_median_ms,graph_std_ms,speedup,label,label_source,sql_status,graph_status,sql_failures,graph_failures,fallback_applied,fallback_reason,semantic_penalty,source_row_id,resampled
sub_1_r0,q_snb_real_0114,snb_real_queries,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,3.0,0.0,1.0,5.235672473907471,0.0,-1.0,-1.0,2.0,114.39,6.43,343.17,0.0,0.333,SQL,real_measurement,,,,,,,,59f4e9c09776a4f113e895f7a948c4810f7f18a9a5a148828317f13ba5513943,0
sub_0_r0,q_snb_bi_0089,snb_bi_real_queries,2.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,3.2307043075561523,0.3010300099849701,0.0010000000474974,0.0,0.0,0.0,3.0,0.0,1.0,1.3979400396347046,0.0,-1.0,-1.0,3.0,240.55,4.36,721.65,0.0,0.333,SQL,real_measurement,,,,,,,,32df5c9c4fb016f4898b4d0b583cbc97135dc0ec49e686c7c52a61d237027e91,0
sub_0_r0,q_snb_real_0034,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,556.1378173828125,-1.0,-1.0,1.0,154.46,0.0,72.83,0.0,2.121,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,89540594fd2175ce6078800616d4bc8a5dad209a18fea189d82c29f2580aeb07,1
sub_1_r0,q_ogb_real_0043,ogb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,659.52,0.0,1978.56,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0.0,0.0,0.0,none,0.0,c408e2554a144bd5dc1cde71a786792961ae4d55ff2cacee8f2ef834f1a04869,0
sub_0_r0,q_snb_expand_h3_0061,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,556.1378173828125,-1.0,-1.0,1.0,244.61,65.23,102.25,13.61,2.392,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,1042d849f925ad16f9899f2d6a94cb6af006b88698692258a80a94c37eef4cce,1
sub_1_r0,q_snb_expand_h3_0068,snb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,340.9,9.34,1022.7,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0.0,0.0,0.0,none,0.0,164f0ce294ca3297dbfffd826470cc31bb0194f3ce58744243107f2c92468b86,0
sub_0_r0,q_snb_expand_h3_0062,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,556.1378173828125,-1.0,-1.0,1.0,158.25,19.67,93.96,13.29,1.684,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,08effc19b6e838a1f19c685501b816703824b160a95da5679e46794083c6c276,1
sub_0_r0,q_snb_real_0011,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,13115.162109375,-1.0,-1.0,1.0,257.41,0.0,120.68,0.0,2.133,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,55a41b3660d06260b464506ae7a10f1a5b14f638ff5ca76af9450dcc28f3f6b2,1
sub_0_r0,q_ogb_real_0088,ogb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,5.1815690994262695,2.1818435192108154,0.0010000000474974,7.677550792694092,436.0,1.1782097816467283,1.0,0.0,1.0,3.082426309585572,524647.6875,-1.0,-1.0,1.0,65.1,7.93,196.57,5.63,0.331,SQL,real_measurement,,,,,,,,1531b26a43c72ec61a779fb1f02491f099c5380680bcdbe6652c6727fe06bf49,0
sub_0_r0,q_job_kw_y50000_base,job_real_queries,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.655516147613525,6.650689125061035,0.988947868347168,0.0,0.0,0.0,2.0,0.0,1.0,7.854809284210205,0.0,-1.0,-1.0,1.0,911.72,57.51,2735.16,0.0,0.333,SQL,real_measurement,,,,,,,,75158d8b63ee192caf4e0e26c1ef93539160de2b80d135b1fbb3a0461e647749,0
sub_0_r0,q_snb_expand_h3_0027,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,13115.162109375,-1.0,-1.0,1.0,4614.76,596.27,241.61,5.63,19.1,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,0010e899b6a8b8302bd21fb946e9f2360d05aea44d77537385e03b48ff361596,1
sub_0_r0,q_snb_expand_h3_0014,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,556.1378173828125,-1.0,-1.0,1.0,370.26,39.49,116.62,3.76,3.175,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,dfcfa78d237893a2b632daa15fb00efc0f49667e125a3c34d8a35bf1fc410ee7,1
sub_0_r0,q_snb_real_0026,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,556.1378173828125,-1.0,-1.0,1.0,179.47,0.0,82.34,0.0,2.18,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,5973fbc00d8a6822fc065ee3e9c0e09ed48cafe9f90803b18ca7be11bbc0bcd5,1
sub_0_r0,q_snb_expand_h3_0083,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,13115.162109375,-1.0,-1.0,1.0,184.42,29.3,110.12,16.43,1.675,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,476f519dc6a99a611adc9fc8efdf487f88d4c422f5d839b646c72e4f20604ecf,1
sub_0_r0,q_snb_real_0021,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,309289.28125,-1.0,-1.0,1.0,11245.17,420.56,151.85,7.71,74.054,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,f17650465cf1ba8726c0a16b2f41266d47172a9d3da649b5166674056295bbc7,1
sub_0_r0,q_snb_expand_h3_0059,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,13115.162109375,-1.0,-1.0,1.0,105.31,1.35,95.11,12.99,1.107,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,ff402051fc91002b498dd5ef10579151bf03cf0daf497412b3bacca45fa71f81,1
sub_0_r0,q_ogb_real_0050,ogb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,5.1815690994262695,2.1818435192108154,0.0010000000474974,7.677550792694092,436.0,1.1782097816467283,1.0,0.0,1.0,3.082426309585572,68335.2890625,-1.0,-1.0,1.0,19064.95,0.0,197.5,0.0,96.531,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,79de9ae0afa86939041ea11447f80ed18ea80ae6e7e16c786c5c068db52a9f1e,1
sub_0_r0,q_snb_real_0035,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,13115.162109375,-1.0,-1.0,1.0,122.95,0.0,103.37,0.0,1.189,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,a65a3dbaf2048cca295693191c9befa58e9124af8058db4828c28c0a077abaf9,1
sub_0_r0,q_snb_real_0026,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,23.58257484436035,-1.0,-1.0,1.0,31.31,0.31,84.01,13.9,0.373,SQL,real_measurement,,,,,,,,14bd0059fd8ecb05621f075772cd0dcf9bc8a76d7703b23986d78e184371121f,0
sub_0_r0,q_snb_real_0167,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,309289.28125,-1.0,-1.0,1.0,34.41,0.04,56.18,1.0,0.612,SQL,real_measurement,,,,,,,,ea529655395252639dc817da6ebc63caa1616408e11c6923a8c860f49bad73c5,0
sub_0_r0,q_snb_real_0035,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,13115.162109375,-1.0,-1.0,1.0,122.95,0.0,103.37,0.0,1.189,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,a65a3dbaf2048cca295693191c9befa58e9124af8058db4828c28c0a077abaf9,1
sub_0_r0,q_snb_real_0022,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,309289.28125,-1.0,-1.0,1.0,72324.89,1614.02,277.09,16.58,261.016,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,4e2193e20ca78635798620634f41361214c909aae2f500b46ca9659667f85464,1
sub_0_r0,q_snb_expand_h3_0045,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,556.1378173828125,-1.0,-1.0,1.0,210.11,23.52,146.58,16.31,1.433,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,9c391d67460d000deb64d6b87288c2ff521e2f2c95dd447102c7a7aae2054d4e,1
sub_0_r0,q_snb_expand_h3_0073,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,556.1378173828125,-1.0,-1.0,1.0,253.44,61.84,123.11,11.03,2.059,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,727f9374ede30b804ba5ac04c193d9fe70732adcd226e57d6a0757695d6cc6dc,1
sub_0_r0,q_snb_real_0027,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,13115.162109375,-1.0,-1.0,1.0,165.69,0.0,78.66,0.0,2.106,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,07db44b5daa59bac5d8c04aa6acbf4be6a3d6574eba0c7484619eaebc19b735a,1
sub_1_r0,q_snb_expand_h3_0085,snb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,495.98,175.72,1487.94,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0.0,0.0,0.0,none,0.0,2614c27cb0b9178e92054ed5c7a90af1b3d4dfff9c0ceed65084936069a4baa4,0
sub_0_r0,q_snb_expand_h3_0053,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,556.1378173828125,-1.0,-1.0,1.0,190.97,25.69,105.25,5.15,1.814,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,7cf7a4f23d1d8098e9f50c305cfdeca39afeb3be24f7dd99afc7255d6df0be38,1
sub_0_r0,q_snb_expand_h3_0075,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,13115.162109375,-1.0,-1.0,1.0,130.64,10.87,127.98,31.08,1.021,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,f6e4b7a1b6e634c60ac15a0df394d3f935b0c8711e45b99295b0950f6f65ce9b,1
sub_0_r0,q_snb_expand_h3_0055,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,13115.162109375,-1.0,-1.0,1.0,128.88,8.25,108.98,0.38,1.183,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,b6796a37068c37ca3d713a44e3975406a4957efd2ccb62509d4e787c16fcb492,1
sub_1_r0,q_snb_real_0184,snb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,149.04,33.91,447.12,0.0,0.333,SQL,real_measurement,,,,,,,,7aee89714d477e638c42079290d9fb410c6c0e61aa01e53d535fa6564ee0e1a8,0
sub_1_r0,q_snb_real_0207,snb_real_queries,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,3.0,0.0,1.0,5.235672473907471,0.0,-1.0,-1.0,2.0,111.51,0.46,334.53,0.0,0.333,SQL,real_measurement,,,,,,,,74a1688224f8455607940c9f14eb0e0037bc661c0434fdb38c8c15df20e35a34,0
sub_0_r0,q_snb_real_0013,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,309289.28125,-1.0,-1.0,1.0,254.07,7.44,139.57,16.67,1.82,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,3d2f09956dd416272df6a09e8b73c331b03c57a0687f794aee2e7b82dd8ab471,1
sub_1_r0,q_snb_real_0009,snb_real_queries,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,3.0,0.0,1.0,5.235672473907471,0.0,-1.0,-1.0,2.0,117.67,6.94,353.01,0.0,0.333,SQL,real_measurement,,,,,,,,0bf5caeded80786527b3e295f77256882a2c529f0ec434723ed81528e8850927,0
sub_0_r0,q_snb_bi_0036,snb_bi_real_queries,2.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,3.2307043075561523,0.3010300099849701,0.0010000000474974,0.0,0.0,0.0,3.0,0.0,1.0,1.3979400396347046,0.0,-1.0,-1.0,3.0,170.16,4.85,510.48,0.0,0.333,SQL,real_measurement,,,,,,,,06d4ec98c18c0b3ec73ce4408388c6487c6b897c29024fd49826a5b80d9344a1,0
sub_0_r0,q_snb_real_0020,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.1872386932373047,0.3010300099849701,0.0010000000474974,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,13115.162109375,-1.0,-1.0,1.0,8522.7,0.0,149.36,0.0,57.061,GRAPH,real_measurement,ok,ok,0.0,0.0,0.0,none,0.0,0e91fcb1ba36f1880e629153e5c039a075194de0ec60185725e50dafc7622d27,1
